player_name,league,total_runs,balls_faced,batting_matches_played,innings_played,times_dismissed,batting_average,strike_rate,fours,sixes,boundary_percentage,wickets,balls_bowled,runs_conceded,bowling_matches_played,innings_bowled,overs_bowled,economy_rate,bowling_average,bowling_strike_rate,wickets_per_match,recent_strike_rate,recent_batting_average,recent_runs_per_match,recent_economy_rate,recent_wickets_per_match,has_batting_record,has_bowling_record,has_dismissal,has_wicket,role,bat_bowl_ratio,batting_credit_raw,bowling_credit_raw,role_credit,total_matches,reliability_weight,role_credit_reliable,recent_form_score,final_raw_score,performance_credit
A Zampa,IPL,15.0,24.0,5.0,5.0,5.0,3.0,62.5,1.0,0.0,4.17,29.0,419.0,558.0,20.0,20.0,69.83,7.99,19.24,14.45,1.45,62.5,3.33,3.33,8.55,1.33,1,1,1.0,1,Bowler,0.25,9.6307,55.3706,55.3706,20.0,0.1961,10.8582,70.3895,25.741,27.23
A Zampa,T20_Blast,21.0,28.0,7.0,7.0,4.0,5.25,75.0,1.0,0.0,3.57,24.0,447.0,596.0,20.0,20.0,74.5,8.0,24.83,18.62,1.2,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.35,11.782,53.6983,53.6983,20.0,0.303,16.2706,0.0,12.203,10.72
AA Chavan,IPL,12.0,11.0,3.0,3.0,2.0,6.0,109.09,2.0,0.0,18.18,8.0,248.0,326.0,13.0,13.0,41.33,7.89,40.75,31.0,0.62,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.23,23.2493,48.7297,48.7297,13.0,0.1275,6.213,0.0,4.6598,1.52
AA Jangoo,CPL,149.0,185.0,12.0,12.0,11.0,13.55,80.54,11.0,6.0,9.19,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,80.52,13.78,12.4,38.82,0.0,1,0,1.0,0,Batsman,12.0,18.4518,0.0,18.4518,12.0,0.1667,3.0759,21.0664,7.5735,10.63
AA Jhunjhunwala,IPL,217.0,210.0,15.0,15.0,13.0,16.69,103.33,19.0,5.0,11.43,1.0,85.0,129.0,10.0,10.0,14.17,9.1,129.0,85.0,0.1,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,1.5,23.7682,35.3222,23.7682,15.0,0.1471,3.4963,0.0,2.6222,2.22
AAP Atkinson,T20_Blast,85.0,77.0,21.0,21.0,10.0,8.5,110.39,5.0,3.0,10.39,56.0,840.0,1210.0,44.0,44.0,140.0,8.64,21.61,15.0,1.27,106.98,7.67,3.54,8.52,1.26,1,1,1.0,1,Bowler,0.48,20.893,59.703,59.703,44.0,0.6667,39.804,68.523,46.9838,53.14
AB Agarkar,IPL,179.0,154.0,18.0,18.0,10.0,17.9,116.23,13.0,5.0,11.69,29.0,782.0,1151.0,42.0,42.0,130.33,8.83,39.69,26.97,0.69,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.43,25.8681,52.0252,52.0252,42.0,0.4118,21.424,0.0,16.068,15.43
AB Dinda,IPL,26.0,48.0,16.0,16.0,10.0,2.6,54.17,2.0,0.0,4.17,69.0,1516.0,2073.0,75.0,75.0,252.67,8.2,30.04,21.97,0.92,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.21,8.4454,61.6404,61.6404,75.0,0.7353,45.3242,0.0,33.9932,37.29
AB Fudadin,CPL,199.0,190.0,10.0,10.0,7.0,28.43,104.74,12.0,8.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,10.0,27.62,0.0,27.62,10.0,0.1389,3.8364,0.0,2.8773,2.65
AB McDonald,BBL,219.0,194.0,11.0,11.0,10.0,21.9,112.89,10.0,10.0,10.31,5.0,78.0,127.0,9.0,9.0,13.0,9.77,25.4,15.6,0.56,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,1.22,26.329,48.1655,26.329,11.0,0.131,3.4491,0.0,2.5868,2.16
AB McDonald,IPL,123.0,100.0,9.0,9.0,5.0,24.6,123.0,9.0,4.0,13.0,11.0,186.0,261.0,10.0,10.0,31.0,8.42,23.73,16.91,1.1,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.9,29.5469,50.8803,50.8803,10.0,0.098,4.9863,0.0,3.7397,0.4
AB de Villiers,IPL,5181.0,3411.0,170.0,170.0,130.0,39.85,151.89,414.0,253.0,19.55,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Wicketkeeper-Batsman,170.0,57.5086,0.0,63.2595,170.0,1.0,63.2595,0.0,47.4446,81.15
AC Agar,BBL,766.0,649.0,64.0,64.0,44.0,17.41,118.03,41.0,32.0,11.25,69.0,1794.0,2158.0,87.0,87.0,299.0,7.22,31.28,26.0,0.79,103.57,9.67,7.25,7.18,0.64,1,1,1.0,1,All-Rounder,0.74,27.5542,62.46,47.6669,87.0,1.0,47.6669,35.7512,44.688,67.83
AC Agar,T20_Blast,227.0,143.0,14.0,14.0,7.0,32.43,158.74,14.0,15.0,20.28,16.0,355.0,520.0,16.0,16.0,59.17,8.79,32.5,22.19,1.0,191.67,46.0,15.33,9.12,0.67,1,1,1.0,1,Bowler,0.88,40.6598,50.4116,50.4116,16.0,0.2424,12.2198,51.8254,22.1212,22.82
AC Blizzard,BBL,572.0,451.0,25.0,25.0,20.0,28.6,126.83,51.0,15.0,14.63,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,25.0,33.6165,0.0,33.6165,25.0,0.2976,10.0043,0.0,7.5032,10.51
AC Gilchrist,IPL,2069.0,1495.0,80.0,80.0,76.0,27.22,138.39,239.0,92.0,22.14,1.0,1.0,0.0,1.0,1.0,0.17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Wicketkeeper-Batsman,80.0,42.8007,60.1951,47.0808,80.0,0.7843,36.9255,0.0,27.6941,46.02
AC Lenham,T20_Blast,15.0,34.0,5.0,5.0,1.0,15.0,44.12,0.0,0.0,0.0,14.0,366.0,501.0,23.0,23.0,61.0,8.21,35.79,26.14,0.61,57.14,8.0,4.0,8.77,0.23,1,1,1.0,1,Bowler,0.22,9.5428,50.1924,50.1924,23.0,0.3485,17.4921,40.2761,23.1881,24.12
AC McDermott,BBL,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,273.0,391.0,14.0,14.0,45.5,8.59,21.72,15.17,1.29,0.0,0.0,0.0,38.82,0.0,0,1,1.0,1,Bowler,0.07,0.0,52.3245,52.3245,14.0,0.1667,8.7225,0.0,6.5419,3.82
AC Thomas,BBL,23.0,35.0,7.0,7.0,4.0,5.75,65.71,1.0,0.0,2.86,19.0,424.0,483.0,20.0,20.0,70.67,6.83,25.42,22.32,0.95,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.35,10.4309,53.8106,53.8106,20.0,0.2381,12.8123,0.0,9.6092,7.56
AC Thomas,IPL,20.0,19.0,4.0,4.0,2.0,10.0,105.26,1.0,1.0,10.53,14.0,315.0,406.0,15.0,15.0,52.5,7.73,29.0,22.5,0.93,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.27,20.6211,51.5026,51.5026,15.0,0.1471,7.576,0.0,5.682,2.77
AC Thomas,T20_Blast,37.0,26.0,4.0,4.0,0.0,37.0,142.31,5.0,0.0,19.23,27.0,423.0,658.0,21.0,21.0,70.5,9.33,24.37,15.67,1.29,0.0,0.0,0.0,38.82,0.0,1,1,0.0,1,Bowler,0.19,39.0639,53.0211,53.0211,21.0,0.3182,16.8713,0.0,12.6535,11.27
AC Voges,BBL,963.0,764.0,47.0,47.0,36.0,26.75,126.05,77.0,13.0,11.78,3.0,66.0,76.0,6.0,6.0,11.0,6.91,25.33,22.0,0.5,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Batsman,7.83,32.7523,50.6204,32.7523,47.0,0.5595,18.3249,0.0,13.7437,21.1
AC Voges,CPL,109.0,128.0,10.0,10.0,8.0,13.62,85.16,5.0,2.0,5.47,0.0,36.0,40.0,3.0,3.0,6.0,6.67,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,1,1.0,0,Batsman,3.33,17.2139,28.3848,17.2139,10.0,0.1389,2.391,0.0,1.7932,0.81
AD Hales,BBL,2251.0,1514.0,76.0,76.0,71.0,31.7,148.68,234.0,99.0,21.99,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,141.29,29.59,27.94,38.82,0.0,1,0,1.0,0,Batsman,76.0,46.2125,0.0,46.2125,76.0,0.9048,41.8131,43.0878,42.1318,69.29
AD Hales,CPL,414.0,306.0,19.0,19.0,18.0,23.0,135.29,47.0,20.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,146.62,36.17,31.0,38.82,0.0,1,0,1.0,0,Batsman,19.0,35.6338,0.0,35.6338,19.0,0.2639,9.4038,48.2663,19.1194,30.23
AD Hales,PSL,1180.0,837.0,42.0,42.0,40.0,29.5,140.98,136.0,42.0,21.27,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,138.83,26.67,25.6,38.82,0.0,1,0,1.0,0,Batsman,42.0,40.7614,0.0,40.7614,42.0,0.7778,31.7042,40.1713,33.821,55.19
AD Hales,T20_Blast,3274.0,2097.0,121.0,121.0,111.0,29.5,156.13,389.0,141.0,25.27,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,152.45,24.71,23.33,38.82,0.0,1,0,1.0,0,Batsman,121.0,51.1223,0.0,51.1223,121.0,1.0,51.1223,39.2112,48.1445,79.5
AD Mascarenhas,IPL,79.0,78.0,11.0,11.0,9.0,8.78,101.28,5.0,1.0,7.69,19.0,308.0,356.0,13.0,13.0,51.33,6.94,18.74,16.21,1.46,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,Bowler,0.85,18.5339,54.5222,54.5222,13.0,0.1275,6.9516,0.0,5.2137,2.2
AD Mathews,IPL,724.0,575.0,41.0,41.0,31.0,23.35,125.91,44.0,29.0,12.7,27.0,791.0,1079.0,44.0,44.0,131.83,8.18,39.96,29.3,0.61,0.0,0.0,0.0,38.82,0.0,1,1,1.0,1,All-Rounder,0.93,31.2173,52.2464,42.102,44.0,0.4314,18.1628,0.0,13.6221,16.76
AD Nath,IPL,90.0,98.0,10.0,10.0,10.0,9.0,91.84,7.0,2.0,9.18,0.0,0.0,0.0,0.0,0.0,0.0,58.23,203.5,118.8,0.0,0.0,0.0,0.0,38.82,0.0,1,0,1.0,0,Batsman,10.0,18.1192,0.0,18.1192,10.0,0.098,1.7757,0.0,1.3318,0.03
AD Russell,BBL,454.0,291.0,24.0,24.0,19.0,23.89,156.01,25.0,35.0,20.62,25.0,531.0,772.0,26.0,26.0,88.5,8.72,30.88,21.24,0.96,124.69,25.25,25.25,8.58,1.0,1,1,1.0,1,All-Rounder,0.92,38.1577,52.4361,45.5825,26.0,0.3095,14.1078,49.7124,23.009,32.19
